"id","title","doi","pmid","altmetric_jid","issns","journal","cohorts.sci","cohorts.pub","cohorts.com","cohorts.doc","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","authors1","authors2","authors3","authors4","authors5","authors6","type","altmetric_id","schema","is_oa","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","last_updated","score","history.1y","history.6m","history.3m","history.1m","history.1w","history.6d","history.5d","history.4d","history.3d","history.2d","history.1d","history.at","url","added_on","published_on","readers.citeulike","readers.mendeley","readers.connotea","readers_count","images.small","images.medium","images.large","details_url","cited_by_wikipedia_count","cited_by_fbwalls_count","cited_by_msm_count","cited_by_feeds_count","authors7","authors8","authors","authors9","authors10","authors11","cited_by_rdts_count","publisher_subjects.name","publisher_subjects.scheme","issns1","issns2","scopus_subjects","cited_by_videos_count","authors12","authors13","authors14","authors15","authors16","authors17","authors18","authors19","authors20","handles","handle","authors21","authors22","authors23","authors24","authors25","authors26","authors27","authors28","scopus_subjects1","scopus_subjects2","abstract","subjects","cited_by_rh_count","authors29","authors30","authors31","authors32","authors33","authors34","authors35","authors36","authors37","authors38","authors39","authors40","authors41","authors42","authors43","ads_id","cited_by_gplus_count","publisher_subjects.name1","publisher_subjects.name2","publisher_subjects.name3","publisher_subjects.name4","publisher_subjects.scheme1","publisher_subjects.scheme2","publisher_subjects.scheme3","publisher_subjects.scheme4","cited_by_qna_count","pmc","subjects1","subjects2","publisher_subjects.name5","publisher_subjects.scheme5","uri","handles1","handles2","abstract_source","cited_by_peer_review_sites_count","cited_by_weibo_count"
"nat675","The eyes of Tullimonstrum reveal a vertebrate affinity","10.1038/nature17647","27074512","4f6fa50a3cf058f610003160",NA,"Nature","10","88","4",NA,"16300420","9.199304153957","53249","99","16247084","76839","87.914236315365","5113","93","71726","267572","12.463607296755","1615","99","265957","1000","204.75041441441","184","81","816","Thomas Clements","Andrei Dolocan","Peter Martin","Mark A. Purnell","Jakob Vinther","Sarah E. Gabbott","article","6657006","1.5.4","FALSE","167","102","142","1602499638","312.74","7.25","0.25","0.25","0","0","0","0","0","0","0","0","312.74","http://dx.doi.org/10.1038/nature17647","1460567019","1460505600","0","64","0","64","https://badges.altmetric.com/?size=64&score=313&types=mbvrtwfg","https://badges.altmetric.com/?size=100&score=313&types=mbvrtwfg","https://badges.altmetric.com/?size=180&score=313&types=mbvrtwfg","http://www.altmetric.com/details.php?citation_id=6657006","2","3","27","4",NA,NA,NA,NA,NA,NA,"1",NA,NA,"0028-0836","1476-4687","General","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2381/37646","2381/37646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tullimonstrum gregarium is an iconic soft-bodied fossil from the Carboniferous Mazon Creek Lagerstätte (Illinois, USA). Despite a large number of specimens and distinct anatomy, various analyses over the past five decades have failed to determine the phylogenetic affinities of the 'Tully monster', and although it has been allied to such disparate phyla as the Mollusca, Annelida or Chordata, it remains enigmatic. The nature and phylogenetic affinities of Tullimonstrum have defied confident systematic placement because none of its preserved anatomy provides unequivocal evidence of homology, without which comparative analysis fails. Here we show that the eyes of Tullimonstrum possess ultrastructural details indicating homology with vertebrate eyes. Anatomical analysis using scanning electron microscopy reveals that the eyes of Tullimonstrum preserve a retina defined by a thick sheet comprising distinct layers of spheroidal and cylindrical melanosomes. Time-of-flight secondary ion mass spectrometry and multivariate statistics provide further evidence that these microbodies are melanosomes. A range of animals have melanin in their eyes, but the possession of melanosomes of two distinct morphologies arranged in layers, forming retinal pigment epithelium, is a synapomorphy of vertebrates. Our analysis indicates that in addition to evidence of colour patterning, ecology and thermoregulation, fossil melanosomes can also carry a phylogenetic signal. Identification in Tullimonstrum of spheroidal and cylindrical melanosomes forming the remains of retinal pigment epithelium indicates that it is a vertebrate; considering its body parts in this new light suggests it was an anatomically unusual member of total group Vertebrata.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016Natur.532..500C","1","Taxonomy","Palaeontology",NA,NA,"npg","npg",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.nature.com/doifinder/10.1038/nature17647",NA,NA,NA,NA,NA
"nat676","Thermal erosion of cratonic lithosphere as a potential trigger for mass-extinction","10.1038/srep23168","27009463","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports",NA,"1",NA,NA,"14388923","8.404298123229","11409120","11","1669981","74202","15.619425802887","53354","17","13016","263503","13.37525931492","194984","14","38752","4","0.33333333333333","1","50","2","Jean Guex","Sebastien Pilet","Othmar Müntener","Annachiara Bartolini","Jorge Spangenberg","Blair Schoene","article","56005760","1.5.4","FALSE","1","1","1","1551068457","0.5","0","0","0","0","0","0","0","0","0","0","0","0.5","http://dx.doi.org/10.1038/srep23168","1551068472","1458777600","0","67","0","67","https://badges.altmetric.com/?size=64&score=1&types=tttttttt","https://badges.altmetric.com/?size=100&score=1&types=tttttttt","https://badges.altmetric.com/?size=180&score=1&types=tttttttt","http://www.altmetric.com/details.php?citation_id=56005760",NA,NA,NA,NA,"Bryan Sell","Urs Schaltegger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016NatSR...623168G",NA,"Palaeontology","Petrology",NA,NA,"npg","npg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat677","A comprehensive database of quality-rated fossil ages for Sahul’s Quaternary vertebrates","10.1038/sdata.2016.53","27434208","55f17ebf2a83ee43768b4583","2052-4463","Scientific Data","4","12",NA,NA,"15055678","8.6859035669985","1133704","92","13921804","1190","25.456413793103","362","69","828","265639","12.579496706043","28184","89","237451","1","0","1","1","0","Marta Rodríguez-Rey","Salvador Herrando-Pérez","Barry W. Brook","Frédérik Saltré","John Alroy","Nicholas Beeton","article","9853795","1.5.4","FALSE","26","16","19","1574206317","16.03","5.08","0","0","0","0","0","0","0","0","0","0","16.03","http://dx.doi.org/10.1038/sdata.2016.53","1468934241","1468886400","0","32","0","32","https://badges.altmetric.com/?size=64&score=17&types=bttttttf","https://badges.altmetric.com/?size=100&score=17&types=bttttttf","https://badges.altmetric.com/?size=180&score=17&types=bttttttf","http://www.altmetric.com/details.php?citation_id=9853795",NA,"2",NA,"1","Michael I. Bird","Alan Cooper",NA,"Richard Gillespie","Zenobia Jacobs","Christopher N. Johnson",NA,NA,NA,NA,NA,NA,NA,"Gifford H. Miller","Gavin J. Prideaux","Richard G. Roberts","Chris S.M. Turney","Corey J.A. Bradshaw",NA,NA,NA,NA,NA,"2440/101314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The study of palaeo-chronologies using fossil data provides evidence for past ecological and evolutionary processes, and is therefore useful for predicting patterns and impacts of future environmental change. However, the robustness of inferences made from fossil ages relies heavily on both the quantity and quality of available data. We compiled Quaternary non-human vertebrate fossil ages from Sahul published up to 2013. This, the FosSahul database, includes 9,302 fossil records from 363 deposits, for a total of 478 species within 215 genera, of which 27 are from extinct and extant megafaunal species (2,559 records). We also provide a rating of reliability of individual absolute age based on the dating protocols and association between the dated materials and the fossil remains. Our proposed rating system identified 2,422 records with high-quality ages (i.e., a reduction of 74%). There are many applications of the database, including disentangling the confounding influences of hypothetical extinction drivers, better spatial distribution estimates of species relative to palaeo-climates, and potentially identifying new areas for fossil discovery.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016NatSD...360053R",NA,"Palaeontology","Palaeoecology","Ecological modelling",NA,"npg","npg","npg",NA,NA,NA,NA,NA,NA,NA,"http://www.nature.com/articles/sdata201653","2440/101314","2328/37094",NA,NA,NA
"nat678","Ediacaran Marine Redox Heterogeneity and Early Animal Ecosystems","10.1038/srep17097","26597559","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","1","3",NA,NA,"6632903","6.1476115477016","2956546","52","3497996","23469","14.251844809954","12464","42","9866","250610","9.2646806619073","119653","48","120531","2272","14.048457948041","1205","41","953","Chao Li","Noah J. Planavsky","Wei Shi","Zihu Zhang","Chuanming Zhou","Meng Cheng","article","4801246","1.5.4","FALSE","4","4","4","1448974036","1.25","0","0","0","0","0","0","0","0","0","0","0","1.25","http://dx.doi.org/10.1038/srep17097","1448363373","1448323200","0","59","0","59","https://badges.altmetric.com/?size=64&score=2&types=tttttttt","https://badges.altmetric.com/?size=100&score=2&types=tttttttt","https://badges.altmetric.com/?size=180&score=2&types=tttttttt","http://www.altmetric.com/details.php?citation_id=4801246",NA,NA,NA,NA,"Lidya G. Tarhan","Genming Luo",NA,"Shucheng Xie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygenation has widely been viewed as a major factor driving the emergence and diversification of animals. However, links between early animal evolution and shifts in surface oxygen levels have largely been limited to extrapolation of paleoredox conditions reconstructed from unfossiliferous strata to settings in which contemporaneous fossils were preserved. Herein, we present a multi-proxy paleoredox study of late Ediacaran (ca. 560-551<U+2009>Ma) shales hosting the Miaohe Konservat-Lagerstätte of South China and, for comparison, equivalent non-fossil-bearing shales at adjacent sections. For the fossiliferous strata at Miaohe there is geochemical evidence for anoxic conditions, but paleontological evidence for at least episodically oxic conditions. An oxygen-stressed environment is consistent with the low diversity and simple morphology of Miaohe Biota macrofossils. However, there is no evidence for euxinic (anoxic and sulphidic) conditions for the fossiliferous strata at Miaohe, in contrast to adjacent unfossiliferous sections. Our results indicate that Ediacaran marine redox chemistry was highly heterogeneous, even at the kilometre-scale. Therefore, our study provides direct-rather than inferred-evidence that anoxia played a role in shaping a landmark Ediacaran ecosystem. If the anoxic conditions characteristic of the studied sections were widespread in the late Neoproterozoic, environmental stress would have hindered the development of complex ecosystems.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015NatSR...517097L",NA,"Geochemistry","Palaeoceanography","Palaeontology","Sedimentology","npg","npg","npg","npg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat679","Ontogeny of the maxilla in Neanderthals and their ancestors","10.1038/ncomms9996","26639346","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","19","72","3","5","16110448","9.1250455680049","64140","99","16046383","31158","49.764013801072","876","97","30282","368736","9.4060360963832","1675","99","367061","2245","40.669098039216","64","97","2181","Rodrigo S. Lacruz","Timothy G. Bromage","Paul O’Higgins","Juan-Luis Arsuaga","Chris Stringer","Ricardo Miguel Godinho","article","4847907","1.5.4","FALSE","160","99","141","1588380220","266.972","8.05","0","0","0","0","0","0","0","0","0","0","266.972","http://dx.doi.org/10.1038/ncomms9996","1449492462","1449446400","0","65","0","65","https://badges.altmetric.com/?size=64&score=267&types=mbvtttfg","https://badges.altmetric.com/?size=100&score=267&types=mbvtttfg","https://badges.altmetric.com/?size=180&score=267&types=mbvtttfg","http://www.altmetric.com/details.php?citation_id=4847907",NA,"13","24","3","Johanna Warshaw","Ignacio Martínez",NA,"Ana Gracia-Tellez","José María Bermúdez de Castro","Eudald Carbonell",NA,"Multidisciplinary","era",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neanderthals had large and projecting (prognathic) faces similar to those of their putative ancestors from Sima de los Huesos (SH) and different from the retracted modern human face. When such differences arose during development and the morphogenetic modifications involved are unknown. We show that maxillary growth remodelling (bone formation and resorption) of the Devil's Tower (Gibraltar 2) and La Quina 18 Neanderthals and four SH hominins, all sub-adults, show extensive bone deposition, whereas in modern humans extensive osteoclastic bone resorption is found in the same regions. This morphogenetic difference is evident by ~5 years of age. Modern human faces are distinct from those of the Neanderthal and SH fossils in part because their postnatal growth processes differ markedly. The growth remodelling identified in these fossil hominins is shared with Australopithecus and early Homo but not with modern humans suggesting that the modern human face is developmentally derived.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015NatCo...6E8996L","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC4686851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat680","Perimortem fractures in Lucy suggest mortality from fall out of tall tree","10.1038/nature19332","27571283","4f6fa50a3cf058f610003160",NA,"Nature","82","295","12","6","16346348","9.2132778702197","2098","99","16344279","76936","88.189087671411","296","99","76640","266721","12.936779859027","35","99","266686","992","187.46845610494","8","99","984","John Kappelman","Richard A. Ketcham","Stephen Pearce","Lawrence Todd","Wiley Akins","Matthew W. Colbert","article","10891379","1.5.4","FALSE","725","396","652","1602649581","1869.432","2.25","2","1","0","0","0","0","0","0","0","0","1869.432","http://dx.doi.org/10.1038/nature19332","1472482953","1472428800","0","169","0","169","https://badges.altmetric.com/?size=64&score=1870&types=mbvrtwfg","https://badges.altmetric.com/?size=100&score=1870&types=mbvrtwfg","https://badges.altmetric.com/?size=180&score=1870&types=mbvrtwfg","http://www.altmetric.com/details.php?citation_id=10891379","4","29","183","26","Mulugeta Feseha","Jessica A. Maisano",NA,"Adrienne Witzel",NA,NA,"1",NA,NA,"0028-0836","1476-4687","General","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Pliocene fossil 'Lucy' (Australopithecus afarensis) was discovered in the Afar region of Ethiopia in 1974 and is among the oldest and most complete fossil hominin skeletons discovered. Here we propose, on the basis of close study of her skeleton, that her cause of death was a vertical deceleration event or impact following a fall from considerable height that produced compressive and hinge (greenstick) fractures in multiple skeletal elements. Impacts that are so severe as to cause concomitant fractures usually also damage internal organs; together, these injuries are hypothesized to have caused her death. Lucy has been at the centre of a vigorous debate about the role, if any, of arboreal locomotion in early human evolution. It is therefore ironic that her death can be attributed to injuries resulting from a fall, probably out of a tall tree, thus offering unusual evidence for the presence of arborealism in this species.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016Natur.537..503K","10","Palaeontology","Biological anthropology",NA,NA,"npg","npg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat681","Chemistry supports the identification of gender-specific reproductive tissue in Tyrannosaurus rex","10.1038/srep23099","26975806","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","31","79","2","2","16210097","9.1720625484218","16599","99","16193537","86016","16.23411530547","275","99","85741","266938","12.014926016251","433","99","266505","2284","16.9642934735","8","99","2276","Mary Higby Schweitzer","Wenxia Zheng","Lindsay Zanno","Sarah Werning","Toshie Sugiyama",NA,"article","6191232","1.5.4","FALSE","248","114","219","1604799496","618.6","4.25","4.25","4","3","0","0","0","0","0","0","0","618.6","http://dx.doi.org/10.1038/srep23099","1458108487","1458000000","0","60","0","60","https://badges.altmetric.com/?size=64&score=619&types=mbvrtwfg","https://badges.altmetric.com/?size=100&score=619&types=mbvrtwfg","https://badges.altmetric.com/?size=180&score=619&types=mbvrtwfg","http://www.altmetric.com/details.php?citation_id=6191232","4","27","60","9",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Medullary bone (MB), an estrogen-dependent reproductive tissue present in extant gravid birds, is texturally, histologically and compositionally distinct from other bone types. Phylogenetic proximity led to the proposal that MB would be present in non-avian dinosaurs, and recent studies have used microscopic, morphological, and regional homologies to identify this reproductive tissue in both theropod and ornithischian dinosaurs. Here, we capitalize on the unique chemical and histological fingerprint of MB in birds to characterize, at the molecular level, MB in the non-avian theropod Tyrannosaurus rex (MOR 1125), and show that the retention of original molecular components in fossils allows deeper physiological and evolutionary questions to be addressed.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016NatSR...623099S","3","Biological techniques","Evolution","Palaeontology",NA,"npg","npg","npg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat682","Ediacaran discs from South America: probable soft-bodied macrofossils unlock the paleogeography of the Clymene Ocean","10.1038/srep30590","27460966","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","2","8","1",NA,"16119790","9.1426629791442","783812","95","15335192","85133","16.226496006202","7941","90","77185","266947","12.726529747589","19062","92","247865","4644","16.861084212793","451","90","4192","María Julia Arrouy","Lucas V. Warren","Fernanda Quaglio","Daniel G. Poiré","Marcello Guimarães Simões","Milena Boselli Rosa","article","10068415","1.5.4","FALSE","18","11","18","1550032454","27.6","0","0","0","0","0","0","0","0","0","0","0","27.6","http://dx.doi.org/10.1038/srep30590","1469629973","1469577600","0","51","0","51","https://badges.altmetric.com/?size=64&score=28&types=mttttwfg","https://badges.altmetric.com/?size=100&score=28&types=mttttwfg","https://badges.altmetric.com/?size=180&score=28&types=mttttwfg","http://www.altmetric.com/details.php?citation_id=10068415","2","2","2",NA,"Lucía E. Gómez Peral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The origin, affinity and paleoecology of macrofossils of soft-bodied organisms of the terminal Ediacaran Period have been highly debated. Previous discoveries in South America are restricted to small shelly metazoans of the Nama Assemblage. Here we report for the first time the occurrence of discoidal structures from the Upper Ediacaran Cerro Negro Formation, La Providencia Group, Argentina. Specimens are preserved in tabular sandstones with microbially-induced sedimentary structures. Flute marks and linear scours at the base of the sandstone layers indicate deposition under high energy, episodic flows. Stratigraphic, sedimentologic, petrographic and taphonomic analyses indicate that the origin of these structures is not related to abiotic process. Preservational and morphological features, as invagination and the presence of radial grooves, indicate that they resemble typical morphs of the Aspidella plexus. The large number of small-sized individuals and the wide range of size classes with skewed distribution suggest that they lived in high-density communities. The presence of Aspidella in the Cerro Negro Formation would represent the first reliable record of Ediacaran soft-bodied organisms in South America. It also supports the paleogeographic scenario of the Clymene Ocean, in which a shallow sea covered part of the southwest Gondwana at the end of the Ediacaran.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016NatSR...630590A","1","Precambrian geology","Palaeontology",NA,NA,"npg","npg",NA,NA,NA,"PMC4962044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat683","A predatory bivalved euarthropod from the Cambrian (Stage 3) Xiaoshiba Lagerstätte, South China","10.1038/srep27709","27283406","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports",NA,"5",NA,NA,"16112803","9.1290972010887","3879947","75","12217411","85063","16.237176976794","25125","70","59819","268541","12.484289953079","67652","74","200519","3223","17.398484792055","949","70","2272","Jie Yang","Javier Ortega-Hernández","Tian Lan","Jin-bo Hou","Xi-guang Zhang",NA,"article","8708514","1.5.4","FALSE","7","5","7","1596224610","5.35","5.35","3","0","0","0","0","0","0","0","0","0","5.35","http://dx.doi.org/10.1038/srep27709","1465837843","1465516800","0","26","0","26","https://badges.altmetric.com/?size=64&score=6&types=ttttttww","https://badges.altmetric.com/?size=100&score=6&types=ttttttww","https://badges.altmetric.com/?size=180&score=6&types=ttttttww","http://www.altmetric.com/details.php?citation_id=8708514","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bivalved euarthropods represent a conspicuous component of exceptionally-preserved fossil biotas throughout the Lower Palaeozoic. However, most of these taxa are known from isolated valves, and thus there is a limited understanding of their morphological organization and palaeoecology in the context of early animal-dominated communities. The bivalved euarthropod Clypecaris serrata sp. nov., recovered from the Cambrian (Stage 3) Hongjingshao Formation in Kunming, southern China, is characterized by having a robust first pair of raptorial appendages that bear well-developed ventral-facing spines, paired dorsal spines on the trunk, and posteriorly oriented serrations on the anteroventral margins of both valves. The raptorial limbs of C. serrata were adapted for grasping prey employing a descending stroke for transporting it close the mouth, whereas the backwards-facing marginal serrations of the bivalved carapace may have helped to secure the food items during feeding. The new taxon offers novel insights on the morphology of the enigmatic genus Clypecaris, and indicates that the possession of paired dorsal spines is a diagnostic trait of the Family Clypecarididae within upper stem-group Euarthropoda. C. serrata evinces functional adaptations for an active predatory lifestyle within the context of Cambrian bivalved euarthropods, and contributes towards the better understanding of feeding diversity in early ecosystems.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016NatSR...627709Y",NA,"Palaeontology","Environmental sciences",NA,NA,"npg","npg",NA,NA,NA,"PMC4901283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat684","New Permian fauna from tropical Gondwana","10.1038/ncomms9676","26537112","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","14","69","3","1","16319553","9.2067930671063","94251","99","16225394","31852","50.508416753006","1321","95","30532","288117","10.414661143428","2152","99","285965","2212","40.027610131162","90","95","2122","Juan C. Cisneros","Claudia Marsicano","Kenneth D. Angielczyk","Roger M. H. Smith","Martha Richter","Jörg Fröbisch","article","4727967","1.5.4","FALSE","128","87","120","1600884862","203.224","5.25","4.25","4.25","0","0","0","0","0","0","0","0","203.224","http://dx.doi.org/10.1038/ncomms9676","1446730131","1446681600","1","66","0","67","https://badges.altmetric.com/?size=64&score=204&types=mbrttwfg","https://badges.altmetric.com/?size=100&score=204&types=mbrttwfg","https://badges.altmetric.com/?size=180&score=204&types=mbrttwfg","http://www.altmetric.com/details.php?citation_id=4727967","4","3","13","5","Christian F. Kammerer","Rudyard W. Sadleir",NA,NA,NA,NA,"1","Multidisciplinary","era",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terrestrial vertebrates are first known to colonize high-latitude regions during the middle Permian (Guadalupian) about 270 million years ago, following the Pennsylvanian Gondwanan continental glaciation. However, despite over 150 years of study in these areas, the biogeographic origins of these rich communities of land-dwelling vertebrates remain obscure. Here we report on a new early Permian continental tetrapod fauna from South America in tropical Western Gondwana that sheds new light on patterns of tetrapod distribution. Northeastern Brazil hosted an extensive lacustrine system inhabited by a unique community of temnospondyl amphibians and reptiles that considerably expand the known temporal and geographic ranges of key subgroups. Our findings demonstrate that tetrapod groups common in later Permian and Triassic temperate communities were already present in tropical Gondwana by the early Permian (Cisuralian). This new fauna constitutes a new biogeographic province with North American affinities and clearly demonstrates that tetrapod dispersal into Gondwana was already underway at the beginning of the Permian.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015NatCo...6E8676C","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.nature.com/doifinder/10.1038/ncomms9676",NA,NA,NA,NA,NA
"nat685","Palaeoneurological clues to the evolution of defining mammalian soft tissue traits","10.1038/srep25604","27157809","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","2","25","1",NA,"16277204","9.1944627551716","218284","98","16058974","86568","16.249351716012","2575","97","83993","266691","12.56352662642","6230","97","260461","3126","17.17777792","115","96","3011","J. Benoit","P. R. Manger","B. S. Rubidge",NA,NA,NA,"article","7320439","1.5.4","FALSE","62","28","52","1605643230","102.012","16.5","12.5","0.5","0.5","0","0","0","0","0","0","0","102.012","http://dx.doi.org/10.1038/srep25604","1462890074","1462752000","0","51","0","51","https://badges.altmetric.com/?size=64&score=103&types=mbvttwfg","https://badges.altmetric.com/?size=100&score=103&types=mbvttwfg","https://badges.altmetric.com/?size=180&score=103&types=mbvttwfg","http://www.altmetric.com/details.php?citation_id=7320439","5","6","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A rich fossil record chronicles the distant origins of mammals, but the evolution of defining soft tissue characters of extant mammals, such as mammary glands and hairs is difficult to interpret because soft tissue does not readily fossilize. As many soft tissue features are derived from dermic structures, their evolution is linked to that of the nervous syutem, and palaeoneurology offers opportunities to find bony correlates of these soft tissue features. Here, a CT scan study of 29 fossil skulls shows that non-mammaliaform Prozostrodontia display a retracted, fully ossified, and non-ramified infraorbital canal for the infraorbital nerve, unlike more basal therapsids. The presence of a true infraorbital canal in Prozostrodontia suggests that a motile rhinarium and maxillary vibrissae were present. Also the complete ossification of the parietal fontanelle (resulting in the loss of the parietal foramen) and the development of the cerebellum in Probainognathia may be pleiotropically linked to the appearance of mammary glands and having body hair coverage since these traits are all controlled by the same homeogene, Msx2, in mice. These suggest that defining soft tissue characters of mammals were already present in their forerunners some 240 to 246<U+2009>mya.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016NatSR...625604B","2","Palaeontology","Whisker system",NA,NA,"npg","npg",NA,NA,NA,"PMC4860582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
